uri,type,label,comment
http://publications.europa.eu/ontology/cdm#manifestation_official-journal_part_formatting,http://www.w3.org/2002/07/owl#DatatypeProperty,Desired formatting for the year and number sequence,Formatting for natural number and year. values such as YN (first year then natural number) and NY (first natural number then year)
http://publications.europa.eu/ontology/cdm#subject_to_appeal_in,http://www.w3.org/2002/07/owl#ObjectProperty,subject_to_appeal_in,None
http://publications.europa.eu/ontology/cdm#nuts_original_link_type,http://www.w3.org/2002/07/owl#DatatypeProperty,nuts_original_link_type,None
http://publications.europa.eu/ontology/cdm#regulation_code,http://www.w3.org/2002/07/owl#DatatypeProperty,regulation_code,None
http://purl.org/dc/terms/accessRights,None,Data Service - access rights,"This property refers to information that indicates whether the Dataset is open data, has access restrictions or is not public. A controlled vocabulary with three members (:public, :restricted, :non-public) will be created and maintained by the Publications Office of the EU."
http://publications.europa.eu/ontology/cdm#framework_procedural_sequential-number_nature,http://www.w3.org/2002/07/owl#DatatypeProperty,framework_procedural_sequential-number_nature,None
http://data.europa.eu/54i#hasValue,http://www.w3.org/2002/07/owl#ObjectProperty,has value,None
http://www.w3.org/ns/locn#geometry,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,geometry,"Associates any <a href=""#dcterms:Location"" xmlns=""http://www.w3.org/1999/xhtml"">Location</a> with the locn:Geometry class."
http://publications.europa.eu/ontology/cdm#identifier_year,http://www.w3.org/2002/07/owl#DatatypeProperty,identifier_year,None
http://data.europa.eu/eli/ontology#type_document,http://www.w3.org/2002/07/owl#ObjectProperty,type of document,"The type of a legal resource (e.g. ""Directive"", ""Règlement grand ducal"", ""law"", ""règlement ministériel"", ""draft proposition"", ""Parliamentary act"", etc.). 

Member states are encouraged to make their own list of values in the corresponding concept scheme. EU Publications Office provides a list of values for EU resource types at https://op.europa.eu/en/web/eu-vocabularies/at-dataset/-/resource/dataset/resource-type"
http://publications.europa.eu/ontology/cdm#part2,http://www.w3.org/2002/07/owl#DatatypeProperty,part2,None
http://publications.europa.eu/ontology/cdm#resource_legal_service_associated,http://www.w3.org/2002/07/owl#DatatypeProperty,Service associated,The Commission's DG(s) that were involved in bringing forward this legal resource
http://publications.europa.eu/ontology/cdm#procedure_internal_implementation_plan_needed,http://www.w3.org/2002/07/owl#DatatypeProperty,Internal procedure needs implementation plan?,"Do the better_regulation_requirements require an impact assessment for this internal procedure?
/ns4:ec_transmission_request/transmission/workflow/extension/ns3:better_regulation_requirements/ns3:implementation_plan "
http://publications.europa.eu/ontology/cdm#resource_legal_interpreted_by_case-law,http://www.w3.org/2002/07/owl#ObjectProperty,Legal resource interpreted by case law,Relevant for legal analysis: true
http://publications.europa.eu/ontology/cdm#resource_legal_corrects_resource_legal,http://www.w3.org/2002/07/owl#ObjectProperty,Legal resource corrects legal resource,Relevant for legal analysis: true
http://www.w3.org/ns/dcat#endDate,None,Period Of Time - end date,This property contains the end of the period.
http://data.europa.eu/eli/ontology#language,http://www.w3.org/2002/07/owl#ObjectProperty,language,"The language of an expression.

EU Publications Office provides a list of languages at https://op.europa.eu/en/web/eu-vocabularies/at-dataset/-/resource/dataset/language. This list is large enough so that member states should not have to declare local values.

Note that, if needed, a language can also be stated on a legal resource using the DublinCore ""language"" property."
http://publications.europa.eu/ontology/cdm#work_archived,http://www.w3.org/2002/07/owl#DatatypeProperty,Work archived,This work is considered to be no longer applicable on the business level. The document remains visible even if archived
http://www.w3.org/ns/dcat#Distribution,None,Distribution,"Represents a specific available form of a dataset. Each dataset might be available in different forms, these forms might represent different formats of the dataset, different endpoints,... Examples of Distribution include a downloadable CSV file, an XLS file representing the dataset, an RSS feed…"
http://publications.europa.eu/ontology/cdm#subdivision_part_of_work,http://www.w3.org/2002/07/owl#ObjectProperty,Subdivision part of work,A subdivision is part of a work
http://data.europa.eu/eli/ontology#is_member_of,http://www.w3.org/2002/07/owl#ObjectProperty,is member of,"Indicates that this work is conceptually included in another one. In the case of a legislation, its successive temporal versions are conceptually members of a single « abstract » resource. For the notion of physical inclusion, use eli:is_part_of."
http://publications.europa.eu/ontology/cdm#recommendation_ecb,http://www.w3.org/2002/07/owl#Class,European Central Bank recommendation,"ECB recommendations, usually based on the Statute of the European System of Central Banks and of the ECB (5HB)"
http://publications.europa.eu/ontology/cdm#staff-working-document,http://www.w3.org/2002/07/owl#Class,Staff Working document,2994  Staff working documents (5SC for SEC or SWD)
http://data.europa.eu/eli/ontology#LegalValue,http://www.w3.org/2002/07/owl#Class,Legal value,Formally defined as the set of skos:Concept in concept scheme eli:LegalValueTable
http://publications.europa.eu/ontology/cdm#manifestation_date,http://www.w3.org/2002/07/owl#DatatypeProperty,Date of manifestation,"Date of manifestation.
CADMOS-2597"
http://www.w3.org/ns/dcat#themeTaxonomy,None,Data Catalogue - themes,The knowledge organization system (KOS) used to classify catalog's datasets
http://publications.europa.eu/ontology/cdm#commented_by,http://www.w3.org/2002/07/owl#ObjectProperty,commented_by,None
http://publications.europa.eu/ontology/cdm#affected_by,http://www.w3.org/2002/07/owl#ObjectProperty,affected_by,None
http://data.europa.eu/eli/ontology#passed_by,http://www.w3.org/2002/07/owl#ObjectProperty,passed by,"The person or organization that originally passed or made the law : typically parliament (for primary legislation) or government (for secondary legislation). This indicates the ""legal author"" of the law, as opposed to its physical author. 

This property can be used multiple times to indicate both the agent that authored the text, and/or the agent that signed the text, thus turning it into an actual legislation.

The relationship between current and any former law making body should be represented in the description of the agent itself.

Member states are encouraged to make their own list of Agents. EU Publications Office provides a list of corporate bodies at https://op.europa.eu/en/web/eu-vocabularies/at-dataset/-/resource/dataset/corporate-body."
http://publications.europa.eu/ontology/cdm#affects,http://www.w3.org/2002/07/owl#ObjectProperty,affects,None
http://publications.europa.eu/ontology/cdm#procurement_public_has_originally_concept_cpv,http://www.w3.org/2002/07/owl#ObjectProperty,Public procurement has original CPV concept,Public procurement is originally classified against a CPV concept
http://xmlns.com/foaf/0.1/page,None,Distribution - documentation,This property refers to a page or document about this Dataset.
http://data.europa.eu/54i#usesInstrument,http://www.w3.org/2002/07/owl#ObjectProperty,uses instrument,None
http://publications.europa.eu/ontology/cdm#event_responsibility_of_institution,http://www.w3.org/2002/07/owl#ObjectProperty,event under responsibility of an institution,Relevant for legal analysis: true
http://publications.europa.eu/ontology/cdm#used_by,http://www.w3.org/2002/07/owl#ObjectProperty,An entity is used by another one,None
http://publications.europa.eu/ontology/cdm#oj_c,http://www.w3.org/2002/07/owl#Class,OJ C series,"Other documents published in the Official Journal C Series (= sector C in EUR-Lex) .
Sector C effectively has only one subsector called again C, so no further subclasses are needed."
http://publications.europa.eu/ontology/cdm#states_failure_concerning,http://www.w3.org/2002/07/owl#ObjectProperty,states_failure_concerning,None
http://publications.europa.eu/ontology/cdm#reexamines,http://www.w3.org/2002/07/owl#ObjectProperty,reexamines,None
http://publications.europa.eu/ontology/cdm#procedure_without_code_interinstitutional_based_on_resource_legal,http://www.w3.org/2002/07/owl#ObjectProperty,Procedure based on legal resource,"DEPRECATED,  Procedure is based on a legal resource (typically a treaty article, but could also be secondary legislation).
Use in the future dossier_based_on_resource_legal. Legal basis (2). Relevant for legal analysis: true"
http://publications.europa.eu/ontology/cdm#interpreted_by_judgement,http://www.w3.org/2002/07/owl#ObjectProperty,interpreted_by_judgement,None
http://data.europa.eu/eli/ontology#licence,http://www.w3.org/2002/07/owl#ObjectProperty,licence,A legal document giving official permission to do something with the resource (Definition from Dublin Core)
http://publications.europa.eu/ontology/cdm#question_parliamentary_date_reply,http://www.w3.org/2002/07/owl#DatatypeProperty,Date of reply,"Date of the reply to the question.
RP_COMMENT and RP_TYPE are mixed content, decoded with fd_350. Relevant for legal analysis: true"
http://publications.europa.eu/ontology/cdm#case-law_national_parties,http://www.w3.org/2002/07/owl#DatatypeProperty,Parties of the case law,"Reference to the parties involved in this case law.
Use an XML structure to capture the sequence of references"
http://publications.europa.eu/ontology/cdm#opinion_ecb,http://www.w3.org/2002/07/owl#Class,European Central Bank opinion,"European Central Bank opinions, usually on draft legislation and requested by another institution (5AB)"
http://data.europa.eu/eli/ontology#Expression,http://www.w3.org/2002/07/owl#Class,Expression,"The intellectual realisation of a Work in the form of identifiable immaterial objects, such as, but not limited to, text.

The substance of Expression is signs.

An Expression cannot exist without a physical carrier but do not depend on a specific physical carrier and can exist on one or more carriers simultaneously."
http://data.europa.eu/54i#isMotivationFor,http://www.w3.org/2002/07/owl#TransitiveProperty,is motivation for,"Strictly speaking something can only be a motivation for an Agent, or in fact - only for a Person. However, the choice is to use isMotivationFor in a broader sense so that why-chains can be traced. For example, using the inverse property, if <this> isMotivatedBy <reason1>, which isMotivatedBy <reason2>, it seems useful to infer that <reason2> isMotivationFor <this>, which is achieved by declaring isMotivatedFor as transitive property."
http://publications.europa.eu/ontology/cdm#natural_number,http://www.w3.org/2002/07/owl#DatatypeProperty,natural_number,None
http://publications.europa.eu/ontology/cdm#comments,http://www.w3.org/2002/07/owl#ObjectProperty,comments,None
http://publications.europa.eu/ontology/cdm#expression_publication_general_duration,http://www.w3.org/2002/07/owl#DatatypeProperty,Duration,Duration / Extend of expression
http://publications.europa.eu/ontology/cdm#manifestation_related_to_manifestation,http://www.w3.org/2002/07/owl#ObjectProperty,Manifestation related to manifestation,manifestation related to another manifestation
http://publications.europa.eu/ontology/cdm#resource_legal_confirms_resource_legal,http://www.w3.org/2002/07/owl#ObjectProperty,Legal resource confirms resource_legal,
http://www.w3.org/ns/dcat#spatialResolutionInMeters,None,Distribution - spatial resolution ,"This property refers to the minimum spatial separation resolvable in a dataset distribution, measured in meters. ."
http://data.europa.eu/eli/ontology#rightsholder,http://www.w3.org/2002/07/owl#DatatypeProperty,rights holder,"A person or organisation owning or managing rights over the resource (definition from Dublin Core).
This property should be used when the value cannot be identified by a suitable URI; if a URI is available, the property ""rightsholder_agent"" should be used."
http://publications.europa.eu/ontology/cdm#referred_to_for_preliminary_ruling,http://www.w3.org/2002/07/owl#ObjectProperty,referred_to_for_preliminary_ruling,None
http://publications.europa.eu/ontology/cdm#case_court_identifier_year,http://www.w3.org/2002/07/owl#DatatypeProperty,identifier,Year in the case identifier. e.g.  C-172/97_PV
http://publications.europa.eu/ontology/cdm#received,http://www.w3.org/2002/07/owl#ObjectProperty,received,None
http://www.w3.org/ns/locn#address,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,address,"The locn:address property relationship associates any resource with the <a href=""#locn:Address"" xmlns=""http://www.w3.org/1999/xhtml"">Address</a> Class "
http://www.w3.org/ns/locn#locatorName,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,locator name,"Proper noun(s) applied to the real world entity identified by the locator. The locator name could be the name of the property or complex, of the building or part of the building, or it could be the name of a room inside a building. The domain of locn:locatorName is locn:Address."
http://publications.europa.eu/ontology/cdm#work_related_with_agent,http://www.w3.org/2002/07/owl#ObjectProperty,Work related with agent," This generic relation relates the work to the agent, in considering all possible ROLES of the agent (person, institution, ...), which does an event (all type of work)"
http://www.w3.org/ns/dcat#Dataset,None,Dataset,"A collection of data, published or curated by a single source, and available for access or download in one or more formats"
http://publications.europa.eu/ontology/cdm#procurement_public_nuts_original_reference,http://www.w3.org/2002/07/owl#DatatypeProperty,NUTS original reference,
http://publications.europa.eu/ontology/cdm#suspends_application_of,http://www.w3.org/2002/07/owl#ObjectProperty,suspends_application_of,None
http://publications.europa.eu/ontology/cdm#work_id_document,http://www.w3.org/2002/07/owl#DatatypeProperty,Identifier of document,An alternative identifier (id) that this work may have. All identifier-like properties are subproperties of the identifier property. 
http://publications.europa.eu/ontology/cdm#partially_refers_to,http://www.w3.org/2002/07/owl#ObjectProperty,partially_refers_to,None
http://publications.europa.eu/ontology/cdm#expression_edition,http://www.w3.org/2002/07/owl#DatatypeProperty,Expression edition,edition of this expression
http://publications.europa.eu/ontology/cdm#incorporates,http://www.w3.org/2002/07/owl#ObjectProperty,incorporates,None
http://publications.europa.eu/ontology/cdm#person_drafts_event_legal,http://www.w3.org/2002/07/owl#ObjectProperty,Person drafts legal event,
http://publications.europa.eu/ontology/cdm#work_includes_expression,http://www.w3.org/2002/07/owl#ObjectProperty,Work includes expression,Relevant for legal analysis: true
http://publications.europa.eu/ontology/cdm#judgement,http://www.w3.org/2002/07/owl#Class,Judgement,Judgement in sector 6  (6CJ/6TJ/6FJ)
http://publications.europa.eu/ontology/cdm#implemented_by,http://www.w3.org/2002/07/owl#ObjectProperty,implemented_by,None
http://publications.europa.eu/ontology/cdm#concept_cpv,http://www.w3.org/2002/07/owl#Class,Concept representing a CPV code in Ted,Table to create
http://www.w3.org/ns/org#subOrganizationOf,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,SubOrganization of,None
http://data.europa.eu/eli/ontology#is_another_publication_of,http://www.w3.org/2002/07/owl#ObjectProperty,is another publication of,"Indicates that this resource is a new publication, in a different official journal, of another resource already published elsewhere, and cannot be considered to be the same resource (owl:sameAs cannot be used to avoid potential duplication of certain metadata, like the date of publication, or the publisher).

Note that this is different from the exceptionnal cases of ""republication"", where the same resource is actually republished in the same official journal a few days after its initial publication, in case of errors."
http://publications.europa.eu/ontology/cdm#manifestation_is_logical_successor_manifestation,http://www.w3.org/2002/07/owl#ObjectProperty,Manifestation is logical successor of manifestation,manifestation succeeds another manifestation
http://data.europa.eu/m8g/Criteron,http://www.w3.org/2000/01/rdf-schema#Class,Criterion,"The Criterion class represents the rule or principle used to judge, evaluate or assess something. The Criterion class has the properties described below."
http://publications.europa.eu/ontology/cdm#non-opposition_joint-venture_notified,http://www.w3.org/2002/07/owl#Class,Non-opposition to notified joint venture,"Non-opposition to a notified joint venture (= subsector 3J of sector 3). At present 43 notices. Examples: 31998J0001, 32000J0048"
http://publications.europa.eu/ontology/cdm#resource_legal_application_extended_by_resource_legal,http://www.w3.org/2002/07/owl#ObjectProperty,Legal resource has application extended by legal resource,Relevant for legal analysis: true
http://publications.europa.eu/ontology/cdm#transliterated_phone,http://www.w3.org/2002/07/owl#DatatypeProperty,transliterated_phone,None
http://publications.europa.eu/ontology/cdm#issued_by,http://www.w3.org/2002/07/owl#ObjectProperty,issued_by,None
http://publications.europa.eu/ontology/cdm#withdrawn-proposal,http://www.w3.org/2002/07/owl#DatatypeProperty,withdrawn-proposal,None
http://data.europa.eu/eli/ontology#publisher,http://www.w3.org/2002/07/owl#DatatypeProperty,publisher,"An entity responsible for making the resource available (definition from Dublin Core).
This property should be used when the value cannot be identified by a suitable URI; if a URI is available, the property ""publisher_agent"" should be used."
http://publications.europa.eu/ontology/cdm#case-law_interpretes_judgement_resource_legal,http://www.w3.org/2002/07/owl#ObjectProperty,Case law interpretes judgement,"6 cases (2012-07-31). Example: 62007CA0402: ""interprets the judgment 32004R0261 Article 2 PT L)"""
http://publications.europa.eu/ontology/cdm#case-law_delivered_by_court_national,http://www.w3.org/2002/07/owl#ObjectProperty,Case law delivered by national court,Reference to the national court who delivered the judgement
http://publications.europa.eu/ontology/cdm#com_package_reference_volume,http://www.w3.org/2002/07/owl#DatatypeProperty,Volume reference,Reference of the volume in which this COM package is contained
http://publications.europa.eu/ontology/cdm#identifier_number,http://www.w3.org/2002/07/owl#DatatypeProperty,identifier_number,None
http://publications.europa.eu/ontology/cdm#id_doc_related,http://www.w3.org/2002/07/owl#DatatypeProperty,id_doc_related,None
http://publications.europa.eu/ontology/cdm#information_miscellaneous,http://www.w3.org/2002/07/owl#DatatypeProperty,information_miscellaneous,None
http://purl.org/dc/terms/creator,None,Data Catalogue- creator,This property refers to an entity primarily responsible for making the dataset.
http://publications.europa.eu/ontology/cdm#court_national_name,http://www.w3.org/2002/07/owl#DatatypeProperty,Name of national Court,"Name of this national court, possibly qualified by language. e.g. <name.court>High Court</name.court> in JURE"
http://publications.europa.eu/ontology/cdm#act_consolidated_layer_act_consolidated,http://www.w3.org/2002/07/owl#DatatypeProperty,Consolidated act layer,"DEPRECATED,  Consleg couche. Number of the layer (DEPRECATED, use layer instead)"
http://schema.org/contactPoint,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,contact point,None
http://publications.europa.eu/ontology/cdm#work_date_creation,http://www.w3.org/2002/07/owl#DatatypeProperty,Date of creation of work,Relevant for legal analysis: true
http://publications.europa.eu/ontology/cdm#procurement_public_directive_number,http://www.w3.org/2002/07/owl#DatatypeProperty,Directive number,
http://data.europa.eu/eli/ontology#commences,http://www.w3.org/2002/07/owl#ObjectProperty,commences,"Indicates that this legal resource sets another legal resource into force.
Note the the date of entry into force of the other resource should be modified accordingly.
Note also that it is not possible to indicate when the entry into force should happen."
http://publications.europa.eu/ontology/cdm#manifestation_part_of_manifestation,http://www.w3.org/2002/07/owl#ObjectProperty,Manifestation is part of manifestation,The manifestation is part of another manifestation (e.g. the manifestation of an act is part of the manifestation of the OJ in print). Manifestation is part of another manifestation. In particular relevant for OJ manifestations. Relevant for legal analysis: true
http://publications.europa.eu/ontology/cdm#item_identifier,http://www.w3.org/2002/07/owl#DatatypeProperty,Item or content identifier,Identifier of this data stream
http://publications.europa.eu/ontology/cdm#act_consolidated_number,http://www.w3.org/2002/07/owl#DatatypeProperty,Consolidated act number,Consleg number
http://www.w3.org/2004/02/skos/core#prefLabel,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,Category - preferred label,This property can be repeated for parallel language versions of the label.
http://data.europa.eu/eli/ontology#uri_schema,http://www.w3.org/2002/07/owl#FunctionalProperty,uri schema,Schema describing the URI of an ELI instance. ELI uses URI template specifications (IETF RFC 6570). Schemes should be associated with member states and will be published in a registry.
http://www.w3.org/ns/person#countryOfBirth,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,country of birth,The range of country of birth is dcterms:Location and schema:Place.
http://publications.europa.eu/ontology/cdm#objection_period,http://www.w3.org/2002/07/owl#DatatypeProperty,objection_period,None
http://publications.europa.eu/ontology/cdm#event_legal_was_historically_about_concept_type_dossier,http://www.w3.org/2002/07/owl#ObjectProperty,Dossier was about historical dossier type concept,Relevant for legal analysis: true
http://publications.europa.eu/ontology/cdm#com_final,http://www.w3.org/2002/07/owl#Class,COM Final,"Digitized COM final document (a Commission proposal), digitized based on the fonds of the OIB archive. For practical purposes this digitization is treated as a separate work from the ""main"" Commission proposal that has undergone full legal analysis. It may be related to this COM using cdm:work_is_another_publication_of_work.

The exact type of this COM is indicated via cdm: work_has_resource-type, mapped from /oibtrans:oib_transmission_request/cmt:transmission/cmt:workflow/cm:work/cm:type_work

The COM identifier (= cdm:work_id_document) can be built based on cmext:prefix, cmext:year and cmext:number. These are individually mapped to annotations to cdm:work_id_document (annotation:prefix, annotation:year, annotation:sequence_number).

                       <cmext:internal_number>
                            <cmext:prefix>COM</cmext:prefix>
                        	<cmext:year>1983</cmext:year>
                            <cmext:number>29</cmext:number>
                       </cmext:internal_number>

cmext:reference_production is mapped to to cdm:work_reference_internal

oibext:reference_volume is mapped to cdm:expression_source for the applicable linguistic versions.

oibext:size is mapped to the technical metadata tdm:stream_size, oibext:datetime_creation to tdm:creating_application_date_created_by_application (cf. tdm.rdf for details)

The link of a COM final and its COM package(s) is expressed at the manifestation level via cdm:manifestation_part_of_manifestation"
http://publications.europa.eu/ontology/cdm#publication_general_source_information,http://www.w3.org/2002/07/owl#DatatypeProperty,Source of information,source of information relating to this general publication
http://publications.europa.eu/ontology/cdm#procedure_language,http://www.w3.org/2002/07/owl#DatatypeProperty,procedure_language,None
http://publications.europa.eu/ontology/cdm#used_for_drafting,http://www.w3.org/2002/07/owl#ObjectProperty,used_for_drafting,None
http://www.w3.org/ns/dcat#landingPage,None,Dataset - landing page,"This property refers to a web page that provides access to the Dataset, its Distributions and/or additional information."
http://publications.europa.eu/ontology/cdm#manifestation_print_volume,http://www.w3.org/2002/07/owl#DatatypeProperty,Volume of the print manifestation,Volume of the publication. e.g. for  DEBAT_PUB_NO  or other indication of volumes
http://publications.europa.eu/ontology/cdm#declares_incidentally_valid,http://www.w3.org/2002/07/owl#ObjectProperty,declares_incidentally_valid,None
http://publications.europa.eu/ontology/cdm#procurement_public_number_document_in_official-journal,http://www.w3.org/2002/07/owl#DatatypeProperty,Document number in the Official Journal,
http://publications.europa.eu/ontology/cdm#part_of,http://www.w3.org/2002/07/owl#ObjectProperty,part_of,None
http://publications.europa.eu/ontology/cdm#report_joint,http://www.w3.org/2002/07/owl#Class,Joint report,None
http://publications.europa.eu/ontology/cdm#work_contains_title_legal,http://www.w3.org/2002/07/owl#ObjectProperty,Work contains title (legal),
http://publications.europa.eu/ontology/cdm#manifestation_case-law_costs_decisions,http://www.w3.org/2002/07/owl#DatatypeProperty,Cost decisions,Cost decisions applied to this judgement. Sector 6 Text Index Field CO
http://www.w3.org/ns/org#classification,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,classification,None
http://publications.europa.eu/ontology/cdm#manifestation_official-journal,http://www.w3.org/2002/07/owl#Class,Manifestation of the Official Journal,Information on the print manifestation of an official journal
http://schema.org/birthDate,None,date of birth,The schema:birthDate property fully represents the Person Core Vocabulary term of date of birth
http://publications.europa.eu/ontology/cdm#resource_legal_renders_obsolete_resource_legal,http://www.w3.org/2002/07/owl#ObjectProperty,Legal resource renders obsolete legal resource,Relevant for legal analysis: true
http://publications.europa.eu/ontology/cdm#proposal_act_id_com,http://www.w3.org/2002/07/owl#DatatypeProperty,COM identifier for proposals,Relevant for legal analysis: true
http://publications.europa.eu/ontology/cdm#resource_legal_interpretation_requested_by_case-law,http://www.w3.org/2002/07/owl#ObjectProperty,Interpretation of legal resource requested by case law,"1435 cases (2012-07-31). Example: 62011CN0266 : ""request for interpretation 32000L0078"". Relevant for legal analysis: true "
http://publications.europa.eu/ontology/cdm#implements,http://www.w3.org/2002/07/owl#ObjectProperty,implements,None
http://data.europa.eu/54i#Person,http://www.w3.org/2002/07/owl#Class,Person,None
http://publications.europa.eu/ontology/cdm#hands_over,http://www.w3.org/2002/07/owl#ObjectProperty,hands_over,None
http://data.europa.eu/eli/ontology#consolidated_by,http://www.w3.org/2002/07/owl#ObjectProperty,consolidated by,"Inverse of ""consolidates"". Indicates that this legal resource or expression is taken into account in a consolidated text (which is usually the product of an editorial process that revises the legislation)."
http://publications.europa.eu/ontology/cdm#proposes_to_amend,http://www.w3.org/2002/07/owl#ObjectProperty,proposes_to_amend,None
http://data.europa.eu/eli/ontology#AdministrativeAreaTable,http://www.w3.org/2004/02/skos/core#ConceptScheme,Administrative area table,None
http://publications.europa.eu/ontology/cdm#resource_legal_internal_number_sequential_number,http://www.w3.org/2002/07/owl#DatatypeProperty,Internal number sequential number,Sequential number of unique internal identifier  of the resource legal
http://publications.europa.eu/ontology/cdm#measure_national_implementing_reference_publication,http://www.w3.org/2002/07/owl#DatatypeProperty,Publication reference,"DEPRECATED, Local publication reference for this NIM (in the national scheme).
"
http://publications.europa.eu/ontology/cdm#class,http://www.w3.org/2002/07/owl#DatatypeProperty,class,None
http://publications.europa.eu/ontology/cdm#event_legal_on_agenda_concept_agenda_council,http://www.w3.org/2002/07/owl#ObjectProperty,The event references to a council agenda,Information on the council session this event is related to. Change from the agenda_council data property. Council agenda. Relevant for legal analysis: true 
http://xmlns.com/foaf/0.1/Document,None,Document,A document.
http://publications.europa.eu/ontology/cdm#act_preparatory_number_session,http://www.w3.org/2002/07/owl#DatatypeProperty,Number of session,"Number of session during which this preparatory act was debated or adopted, e.g. in the Committees"
http://publications.europa.eu/ontology/cdm#act_consolidated_layer_max_version,http://www.w3.org/2002/07/owl#DatatypeProperty,Act consolidated layer max version,Positive integer indicating how many versions are received for this specific layer/dateof activation
http://data.europa.eu/54i#isObjectiveFor,http://www.w3.org/2002/07/owl#ObjectProperty,is objective for,None
http://www.w3.org/ns/org#purpose,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,purpose,None
http://publications.europa.eu/ontology/cdm#version_notes,http://www.w3.org/2002/07/owl#DatatypeProperty,version_notes,None
http://publications.europa.eu/ontology/cdm#resource_legal_does_deletion_of_resource_legal,http://www.w3.org/2002/07/owl#ObjectProperty,Legal resources does deletion of legal resource,"Legal resources does deletion a legal resource, in term of consolidation."
http://publications.europa.eu/ontology/cdm#procurement_public_originates_in_concept_ntu,http://www.w3.org/2002/07/owl#ObjectProperty,Public procurement originates in territorial unit (expressed as NTU concept),
http://publications.europa.eu/ontology/cdm#dossier_initiated_by_act_preparatory,http://www.w3.org/2002/07/owl#ObjectProperty,Dossier initiated by preparatory act,Relevant for legal analysis: true
http://publications.europa.eu/ontology/cdm#date_start_handling,http://www.w3.org/2002/07/owl#DatatypeProperty,date_start_handling,None
http://publications.europa.eu/ontology/cdm#archive_package_reference_volume,http://www.w3.org/2002/07/owl#DatatypeProperty,archive package reference volume  ,The reference of the volume to which this package belongs (one volume can consist of one or more packages)
http://publications.europa.eu/ontology/cdm#non-opposition_concentration_notified_service_responsible,http://www.w3.org/2002/07/owl#DatatypeProperty,Service responsible,"DEPRECATED,  In the instance data, the property is planned to be replaced with cdm:resource_legal_service_responsible at beginning 2019. When this is done this property the property will be removed from CDM. The Commission's DG that brought forward the proposal; to be taken from a closed list of DGs (that might be derived from the RECORD project ?).
For the backlog data need to be completed. Cardinality to be restricted to 1 in the future. Relevant for legal analysis: true"
http://publications.europa.eu/ontology/cdm#com_package,http://www.w3.org/2002/07/owl#Class,COM Package,"Package of digitized documents related to a COM proposal. 
Historical collection of documents related to a Commission proposal, digitized based on the fonds of the OIB archive. Such COM packages merge typically a number of different documents across linguistic versions in a single multilingual expression. 

Each expression indicates the languages it uses, each title has in a language tag the corresponding language.

The relationship between the COM package and its COM is expressed via work_contains_work. The COM identifier can be built based on ext:prefix_com, ext:year_com and ext:number_com."
http://publications.europa.eu/ontology/cdm#event_legal_drafted_by_person,http://www.w3.org/2002/07/owl#ObjectProperty,legal event drafted by person,Relevant for legal analysis: true
http://publications.europa.eu/ontology/cdm#binding,http://www.w3.org/2002/07/owl#Class,Binding,binding of a manifestation
http://publications.europa.eu/ontology/cdm#date_creation,http://www.w3.org/2002/07/owl#DatatypeProperty,date_creation,None
http://publications.europa.eu/ontology/cdm#case-law_affaire_jurisdiction,http://www.w3.org/2002/07/owl#DatatypeProperty,Affaire: Jurisdiction,"Jurisdiction of the affaire.
coded"
http://publications.europa.eu/ontology/cdm#date_start,http://www.w3.org/2002/07/owl#DatatypeProperty,date_start,None
http://www.w3.org/ns/legal#companyType,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,company type,"This property records the type of company. Familiar types are SA, PLC, LLC, GmbH etc. Each 
    jurisdiction will have a limited set of recognised company types and these should be used in a consistent manner
    using a skos:Concept as described in the <a href=""#skos:Concept"" xmlns=""http://www.w3.org/ns/legal#"">Code</a> Class."
http://www.w3.org/ns/adms#sample,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,Dataset - sample,This property refers to a sample distribution of the dataset.
http://publications.europa.eu/ontology/cdm#comment_converter,http://www.w3.org/2002/07/owl#DatatypeProperty,comment_converter,None
http://publications.europa.eu/ontology/cdm#expression_table_of_contents_uses_language,http://www.w3.org/2002/07/owl#ObjectProperty,Expression's table of contents uses language,The language of the table of contents
http://data.europa.eu/54i#periodEnd,http://www.w3.org/2002/07/owl#FunctionalProperty,period end,"An individual member of class Temporal can have  one or two data-properties.
In the first case it refers to a point in time, in the second - to a period (or interval - see the difference in the comment of http://data.europa.eu/54i#hasPeriod), defined by periodStart and periodEnd.

All three properties have their domain declared as member of class Temporal. This means that, if one of these properties is used by members of other classes, that member will be inferred as member of the Temporal class. The purpose is to be able query all temporal information from that single class.

All three properties are declared as  functional. This means, each individual will have only one property of the kind."
http://publications.europa.eu/ontology/cdm#question_parliamentary_term_parliamentary,http://www.w3.org/2002/07/owl#DatatypeProperty,Parliamentary term,Relevant for legal analysis: true
